YEAR,CONAME,SALES,ROEPER,ROA,MKTVAL,GVKEY,TICKER,EXEC_FULLNAME,TITLEANN,SALARY,BONUS,TDC1,RSTKGRNT,OPTION_AWARDS_BLK_VALUE,Majority_Independent,Nom,CG,Comp,Audit
2001,AFLAC INC,9598,12.664,1.815,12824.544,001449,AFL,Daniel Paul Amos,chairman & CEO,995,1481.754,14060.436,0,11419.156,1,0,0,0,0
2002,AFLAC INC,10257,12.84,1.822,15547.311,001449,AFL,Daniel Paul Amos,chairman & CEO,995,2759.633,14178.338,0,10272.141,1,0,0,0,0
2003,AFLAC INC,11447,11.962,1.56,18554.189,001449,AFL,Daniel Paul Amos,chairman & CEO,995,2170.593,14796.544,0,11481.954,1,0,0,0,0
2004,AFLAC INC,13275,17.153,2.19,20158.403,001449,AFL,Daniel Paul Amos,chairman & CEO,1200,2196,9987.901,0,6446.387,1,0,0,0,0
2005,AFLAC INC,14363,18.708,2.631,23227.129,001449,AFL,Daniel Paul Amos,chairman & CEO,1237.705,2539.269,12036.504,2541.574,5533.695,1,0,0,0,0
2000,ALLERGAN PLC,811.524,11.029,6.617,5260.488,027845,AGN,Allen Chao,"chairman, president & CEO",750,0,4937.313,0,4167.963,1,0,0,0,0
2001,ALLERGAN PLC,1160.676,6.959,4.602,3342.031,027845,AGN,Allen Chao,"chairman, president & CEO",832.933,0,7929.049,0,7074.81,1,0,0,1,0
2002,ALLERGAN PLC,1223.198,9.776,6.6,3021.3,027845,AGN,Allen Chao,"chairman, president & CEO",889.75,650,4214.325,0,2656.183,1,0,0,0,0
2003,ALLERGAN PLC,1457.722,9.859999999999999,6.18,4965.884,027845,AGN,Allen Chao,chairman & CEO,890,970,3327.824,0,1449.097,1,0,0,0,0
2004,ALLERGAN PLC,1640.551,6.746,4.665,3592.761,027845,AGN,Allen Chao,"president, chairman & CEO",937.6950000000001,0,5650.205,0,4692.384,1,0,0,0,0
2005,ALLERGAN PLC,1646.203,6.569,4.488,3602.596,027845,AGN,Allen Chao,"president, chairman & CEO",937.692,180,3594.506,1003.99,1458.398,1,0,0,0,0
2003,AMERIGROUP CORP,1622.234,14.581,8.15,1038.229,145367,AGP,Jeffrey L. McWaters,chairman & CEO,612.462,1225.181,3003.448,0,1164.953,1,0,0,0,1
2004,AMERIGROUP CORP,1823.731,15.124,9.351000000000001,1893.391,145367,AGP,Jeffrey L. McWaters,chairman & CEO,655.318,1352.259,3565.364,0,1551.127,1,1,1,0,0
2005,AMERIGROUP CORP,2329.909,8.363,4.906,1002.482,145367,AGP,Jeffrey L. McWaters,chairman & CEO,650.495,0,5518.162,0,4862.814,1,1,1,0,0
2002,ARGOSY GAMING CO,936.813,29.085,5.426,547.948,027842,AGY,James B. Perry,CEO,600.002,622.121,3490.085,0,0,1,1,0,0,0
2003,ARGOSY GAMING CO,959.504,17.06,3.664,761.845,027842,AGY,Richard J. Glasier,president & CEO,625,500.337,1197.883,0,0,1,1,1,1,0
2004,ARGOSY GAMING CO,1040.85,16.511,4.279,1379.798,027842,AGY,Richard J. Glasier,president & CEO,675.961,709.76,3492.274,0,1204.334,1,1,1,0,0
2003,AGILYSYS INC,1403.216,3.73,1.517,378.648,008599,AGYS,Arthur Rhein,president & CEO,625,860,1961.812,0,431.896,1,0,0,0,0
2004,AGILYSYS INC,1622.925,6.125,2.498,565.422,008599,AGYS,Arthur Rhein,president & CEO,675,675,2921.49,0,1486.559,1,0,0,0,0
2005,AGILYSYS INC,1742.46,7.434,3.759,459.707,008599,AGYS,Arthur Rhein,president & CEO,675,742.5,3233.803,0,1501.463,1,0,0,0,0
2000,AMERICAN INTERNATIONAL GROUP,45972,14.225,1.838,228226.89,001487,AIG,Maurice R. Greenberg,chairman & CEO,1000,5000,37391.6,0,7651.1,0,0,0,0,0
2001,AMERICAN INTERNATIONAL GROUP,62402,10.545,1.115,207430.833,001487,AIG,Maurice R. Greenberg,chairman & CEO,1000,0,12936.548,0,11851.048,0,0,0,0,0
2002,AMERICAN INTERNATIONAL GROUP,67482,9.337999999999999,.983,150907.221,001487,AIG,Maurice R. Greenberg,chairman & CEO,1000,5000,25452.39,0,8334.190000000001,1,0,0,0,0
2003,AMERICAN INTERNATIONAL GROUP,81303,13.003,1.366,172854.661,001487,AIG,Maurice R. Greenberg,chairman & CEO,1000,6500,22515.196,0,15001.196,1,0,0,0,0
2004,AMERICAN INTERNATIONAL GROUP,96831,12.53,1.246,171042.178,001487,AIG,Maurice R. Greenberg,chairman & CEO,1000,8000,28273.205,0,8551.040000000001,1,0,0,0,0
2005,AMERICAN INTERNATIONAL GROUP,108340,12.138,1.228,177098.334,001487,AIG,Martin John Sullivan,president & CEO,963.462,6786.875,13873.442,0,3029.323,1,0,0,0,0
2001,ALBANY INTL CORP  -CL A,836.696,10.526,3.577,677.561,014084,AIN,Frank R. Schmeler,chairman & CEO,581.485,434.3,1623.815,0,537.7190000000001,0,0,0,0,0
2002,ALBANY INTL CORP  -CL A,816.047,13.674,5.415,668.351,014084,AIN,Frank R. Schmeler,chairman & CEO,635.234,350,1591.124,0,531.076,0,0,0,0,0
2003,ALBANY INTL CORP  -CL A,868.972,9.746,4.746,1128.87,014084,AIN,Frank R. Schmeler,chairman & CEO,647.7329999999999,678.957,2098.076,767,0,0,0,0,0,0
2004,ALBANY INTL CORP  -CL A,919.802,1.886,.899,1099.172,014084,AIN,Frank R. Schmeler,chairman & CEO,703.979,267,1792.979,822,0,0,0,0,0,0
2005,ALBANY INTL CORP  -CL A,978.71,12.498,6.61,1165.509,014084,AIN,Frank R. Schmeler,chairman & CEO,741.521,532.638,1274.159,0,0,0,0,0,0,0
2000,AAR CORP,874.255,5.447,2.64,377.048,001004,AIR,David P. Storch,president & CEO,676,270,3910.003,0,2825.003,1,0,0,0,0
2001,AAR CORP,638.721,-18.998,-8.298999999999999,307.278,001004,AIR,David P. Storch,president & CEO,665.4,0,2047.286,0,1280.686,1,0,0,0,1
2002,AAR CORP,606.337,-4.207,-1.807,143.325,001004,AIR,David P. Storch,president & CEO,661.466,0,2080.489,0,1267.923,1,0,0,0,0
2003,AAR CORP,651.958,1.161,.494,308.907,001004,AIR,David P. Storch,president & CEO,661.4,496.1,4325.731,348,2668.131,1,0,0,1,1
2004,AAR CORP,747.848,5.901,2.536,520.306,001004,AIR,David P. Storch,president & CEO,695.4,591.838,7045.048,695.061,4916.649,1,0,0,1,1
2005,AAR CORP,897.284,8.318,3.592,877.981,001004,AIR,David P. Storch,"chairman, president & CEO",716.6,1041.051,6568.409,2086.941,2381.117,1,0,0,0,0
2000,APPLIED INDUSTRIAL TECH INC,1571.705,10.372,5.221,343.76,002101,AIT,John C. Dannemiller,chmn.,600,830.2,1443.814,0,0,1,0,0,0,0
2001,APPLIED INDUSTRIAL TECH INC,1625.755,9.004,4.845,371.325,002101,AIT,David L. Pugh,chairman & CEO,500.481,0,1373.497,0,865.831,1,0,0,0,0
2002,APPLIED INDUSTRIAL TECH INC,1446.569,4.949,2.76,374.147,002101,AIT,David L. Pugh,chairman & CEO,605.385,0,1379.749,0,770.296,1,0,0,1,0
2003,APPLIED INDUSTRIAL TECH INC,1464.367,6.442,3.584,400.077,002101,AIT,David L. Pugh,chairman & CEO,728,1184,2891.478,0,918.112,1,0,0,1,0
2004,APPLIED INDUSTRIAL TECH INC,1517.004,9.269,5.273,583.876,002101,AIT,David L. Pugh,chairman & CEO,728,1184,3530.91,552.97,684.763,1,0,0,0,1
2004,APARTMENT INVST & MGMT CO,1499.617,-1.683,-.329,3652.783,030490,AIV,"Terry Considine, J.D.","chairman, president & CEO",300,1000,6379.739,1679.652,3391.887,1,1,1,1,1
2005,APARTMENT INVST & MGMT CO,1549.835,-6.791,-1.157,3624.31,030490,AIV,"Terry Considine, J.D.","chairman, president & CEO",500,0,2205.71,0,1697.31,1,1,1,1,1
2000,ARTHUR J GALLAGHER & CO,740.596,27.921,8.263,2503.707,004973,AJG,"J. Patrick Gallagher, Jr.",president & CEO,650,500,1725.473,0,153.773,0,0,0,0,0
2001,ARTHUR J GALLAGHER & CO,903.854,33.706,8.51,2921.303,004973,AJG,"J. Patrick Gallagher, Jr.",president & CEO,850,0,2149.345,1059,211.645,0,0,0,0,0
2003,ARTHUR J GALLAGHER & CO,1289.5,23.615,5.039,2926.407,004973,AJG,"J. Patrick Gallagher, Jr.",president & CEO,850,500,2328.046,500,416.246,0,0,0,0,0
2004,ARTHUR J GALLAGHER & CO,1480.3,24.77,5.822,3003,004973,AJG,"J. Patrick Gallagher, Jr.",president & CEO,850,400,2563.898,600,645.098,1,0,0,0,0
2005,ARTHUR J GALLAGHER & CO,1483.1,3.719,.844,2939.776,004973,AJG,"J. Patrick Gallagher, Jr.",president & CEO,906.3,200,1993.458,300,498.658,1,1,1,1,0
2001,AKAMAI TECHNOLOGIES INC,163.214,-14132.018,-577.85,684.941,125595,AKAM,George H. Conrades,chairman & CEO,132.5,0,132.5,0,0,1,0,0,0,0
2000,AK STEEL HOLDING CORP,4611.5,10.055,2.508,941.885,029968,AKS,"Richard M. Wardrop, Jr.",chairman & CEO,1200,2040,9901.391,1457.504,3067.766,1,0,0,1,1
2001,AK STEEL HOLDING CORP,3994.1,-9.140000000000001,-1.785,1225.91,029968,AKS,"Richard M. Wardrop, Jr.",chairman & CEO,1250,750,8416.618,735,732.23,1,1,1,0,0
2002,AK STEEL HOLDING CORP,4289,-90.081,-8.83,863.176,029968,AKS,"Richard M. Wardrop, Jr.","chairman, president & CEO",1300,2600,8092.837,1213,756.684,1,0,0,0,0
2000,ALBEMARLE CORP,917.549,18.21,10.366,1133.674,029751,ALB,"Floyd D. Gottwald, Jr.",chairman & CEO,450,332,1078.15,0,168.035,0,0,0,0,0
2001,ALBEMARLE CORP,916.899,11.489,6.035,1091.28,029751,ALB,"Floyd D. Gottwald, Jr.",chairman & CEO,491.667,117.25,1562.501,0,753.126,0,0,0,0,0
2002,ALBEMARLE CORP,1011.434,13.119,6.266,1185.739,029751,ALB,"Floyd D. Gottwald, Jr.",vice chairman; chairman-executive committee,520.85,170,1134.548,0,417.656,1,0,0,0,0
2003,ALBEMARLE CORP,1110.237,11.657,5.346,1232.906,029751,ALB,Mark C. Rohr,president & CEO,600,90,1477.686,0,667.716,0,0,0,0,0
2004,ALBEMARLE CORP,1513.737,7.709,2.245,1612.659,029751,ALB,Mark C. Rohr,president & CEO,540,400,967,0,0,1,0,0,0,0
2005,ALBEMARLE CORP,2107.499,12.348,4.509,1787.915,029751,ALB,Mark C. Rohr,president & CEO,731.265,1000,3022.765,0,0,1,0,0,0,0
2001,ALLETE INC,1452.9,11.243,3.918,2096.665,007437,ALE,Edwin L. Russell,"chairman, president & CEO",436.005,0,1544.714,0,208.748,1,0,0,0,0
2002,ALLETE INC,1474.4,9.656000000000001,3.781,1938.119,007437,ALE,David G. Gartzke,"chairman, president & CEO",515.385,0,1040.977,0,349.407,1,0,0,0,0
2003,ALLETE INC,1581.9,9.800000000000001,4.614,2660.058,007437,ALE,David G. Gartzke,"chairman, president & CEO",561.846,544.002,1747.229,0,273.153,1,0,0,0,0
2004,ALLETE INC,751.4,6.201,2.732,1086.036,007437,ALE,Donald J. Shippar,president & CEO,382.5,452.487,1174.692,0,184.602,1,0,0,0,0
2005,ALLETE INC,737.4,2.92,1.258,1323.52,007437,ALE,Donald J. Shippar,"chairman, president & CEO",445.185,527.407,1691.171,0,271.446,1,1,1,0,0
2000,ALASKA AIR GROUP INC,2177.2,-1.554,-.51,786.7089999999999,001230,ALK,John F. Kelly,chairman & CEO,518.269,0,1822.499,0,1296.615,1,0,0,0,0
2001,ALASKA AIR GROUP INC,2152.8,-5.098,-1.471,771.965,001230,ALK,John F. Kelly,chairman & CEO,525,0,3111.503,0,2578.931,1,0,0,0,0
2002,ALASKA AIR GROUP INC,2224.1,-10.249,-2.333,574.808,001230,ALK,John F. Kelly,chairman & CEO,525,111.93,661.16,0,0,1,0,0,0,0
2003,ALASKA AIR GROUP INC,2444.8,2.002,.414,728.861,001230,ALK,William S. Ayer,"chairman, president & CEO",373.895,99.149,1020.196,0,499.415,1,0,0,0,0
2004,ALASKA AIR GROUP INC,2723.8,-2.301,-.459,900.446,001230,ALK,William S. Ayer,"chairman, president & CEO",368.985,110.326,1664.582,444.29,692.112,1,0,0,0,0
2005,ALASKA AIR GROUP INC,2975.3,10.21,2.228,990.051,001230,ALK,William S. Ayer,"chairman, president & CEO;chairman, president & CEO-Alaska Airlines",360,0,1646.274,461.44,773.552,1,0,0,0,0
2000,ALLSTATE CORP,29134,12.67,2.11,31857.387,028349,ALL,"Edward M. Liddy, M.B.A.","chairman, president & CEO",954.167,594.083,7509.233,2930.719,3021.222,1,0,0,1,0
2001,ALLSTATE CORP,28865,6.786,1.069,24029.077,028349,ALL,"Edward M. Liddy, M.B.A.","chairman, president & CEO",990,103.356,8400.779,0,6223.058,1,0,0,1,1
2002,ALLSTATE CORP,29579,8.401,1.248,26002.342,028349,ALL,"Edward M. Liddy, M.B.A.","chairman, president & CEO",1033.747,3101.25,10092.103,0,5887.693,1,0,0,1,1
2003,ALLSTATE CORP,32149,13.226,2.028,30267.753,028349,ALL,"Edward M. Liddy, M.B.A.","chairman, president & CEO",1078.746,3883.488,14984.161,2256.38,2885.186,1,1,1,1,1
2004,ALLSTATE CORP,33936,15.378,2.241,35490.885,028349,ALL,"Edward M. Liddy, M.B.A.","chairman, president & CEO",1119.993,3677.834,12819.121,1838.4,3740.951,1,1,1,1,1
2005,ALLSTATE CORP,35383,8.744,1.131,35072.019,028349,ALL,"Edward M. Liddy, M.B.A.","chairman, president & CEO",1163.751,538.351,10425.972,1844.313,5140.695,1,1,1,1,1
2000,ALLIANCE PHARMACEUTICAL,16,-139.704,-61.182,530.921,011793,ALLP,Duane J. Roth,chmn. & CEO,416,85,1315.495,0,802.673,0,0,0,0,0
2000,ANALOGIC CORP,291.581,5.064,4.221,591.79,001633,ALOG,"Bernard M. Gordon, MS",chairman & CEO,350,25,381.8,0,0,0,0,0,0,0
2001,ANALOGIC CORP,352.139,4.552,3.783,522.112,001633,ALOG,"Bernard M. Gordon, MS",chairman & executive chairman,1,30,41.8,0,0,0,0,0,0,0
2002,ANALOGIC CORP,306.126,.994,.6870000000000001,539.641,001633,ALOG,"Thomas J. Miller, Jr.",president & CEO,366.3,0,366.3,0,0,0,0,0,0,0
2003,ANALOGIC CORP,471.522,13.883,10.845,650.027,001633,ALOG,"Bernard M. Gordon, MS","chairman, executive chairman & CEO",350,0,350,0,0,1,0,0,0,0
2005,ANALOGIC CORP,364.571,7.223,5.811,705.053,001633,ALOG,"John W. Wood, Jr.",president & CEO,406,0,406.9,0,0,1,0,0,0,0
2000,APPLIED MATERIALS INC,9564.412,29.046,19.568,43091.494,001704,AMAT,James C. Morgan,chairman & CEO,835.769,3000,8464.492,0,4621.073,1,0,0,0,0
2001,APPLIED MATERIALS INC,7343.248,10.191,7.888,27842.936,001704,AMAT,James C. Morgan,chairman & CEO,809.558,0,8916.341,0,8099.133,1,0,0,0,0
2002,APPLIED MATERIALS INC,5062.312,3.354,2.631,24769.455,001704,AMAT,James C. Morgan,chairman & CEO,854.058,0,5091.62,0,4228.562,1,0,0,0,0
2003,APPLIED MATERIALS INC,4477.291,-1.849,-1.446,38801.126,001704,AMAT,Michael R. Splinter,president & CEO,443.077,0,16324.734,4125,11754.58,1,1,1,0,1
2004,APPLIED MATERIALS INC,8013.053,14.59,11.174,27341.551,001704,AMAT,Michael R. Splinter,president & CEO,900,5000,17433.642,0,11480.557,1,1,1,0,0
2005,APPLIED MATERIALS INC,6991.823,13.551,10.736,26543.936,001704,AMAT,Michael R. Splinter,president & CEO,938.077,652.05,6840.155,0,5230.233,1,1,1,0,0
2003,AMB PROPERTY CORP,625.13,4.175,1.204,2687.841,065576,AMB,Hamid R. Moghadam,chairman & CEO,437.205,0,1770.013,944.968,382.34,1,0,0,0,0
2004,AMB PROPERTY CORP,673.428,4.51,1.107,3350.068,065576,AMB,Hamid R. Moghadam,chairman & CEO,488.068,0,2540.095,1515.292,531.097,1,0,0,0,0
2005,AMB PROPERTY CORP,693.418,7.346,1.88,4201.872,065576,AMB,Hamid R. Moghadam,chairman & CEO,564,0,5575.388,5005.088,0,1,0,0,0,0
2000,APPLIED MICRO CIRCUITS CORP,435.543,-8.327999999999999,-7.999,4924.837,065904,AMCC,David M. Rickey,"chairman, president & CEO",415,500,34563.789,0,33643.669,1,0,0,0,0
2001,APPLIED MICRO CIRCUITS CORP,152.84,-203.567,-197.119,2394.76,065904,AMCC,David M. Rickey,chairman & CEO,480.297,0,5218.597,0,4733.18,1,0,0,0,0
2002,APPLIED MICRO CIRCUITS CORP,101.591,-54.881,-52.534,989.925,065904,AMCC,David M. Rickey,"chairman, president & CEO",391.5,0,35071.034,0,34674.529,1,0,0,0,0
2003,APPLIED MICRO CIRCUITS CORP,131.177,-9.359,-8.827,1774.331,065904,AMCC,David M. Rickey,"chairman, president & CEO",350,0,1872.342,0,1463.363,1,0,0,0,0
2004,APPLIED MICRO CIRCUITS CORP,253.756,-13.035,-11.554,1010.502,065904,AMCC,David M. Rickey,"chairman, president & CEO",423.063,0,425.063,0,0,1,0,0,0,0
2005,APPLIED MICRO CIRCUITS CORP,261.844,-19.451,-17.975,1197.842,065904,AMCC,Kambiz Y. Hooshmand,president & CEO,401.538,300,1333.462,0,532.627,1,0,0,0,0
2000,ADVANCED MICRO DEVICES,4644.187,31.721,17.443,4329.003,001161,AMD,Walter Jeremiah Sanders III,chairman & CEO,1000,5143.236,26928.181,0,19740.284,1,0,0,0,0
2001,ADVANCED MICRO DEVICES,3891.754,-1.704,-1.073,5389.656,001161,AMD,Walter Jeremiah Sanders III,chairman & CEO,1000,1217.412,3503.348,0,0,1,1,0,0,0
2002,ADVANCED MICRO DEVICES,2697.029,-52.812,-23.189,2225.489,001161,AMD,Hector de Jesus Ruiz,president & CEO,896.9450000000001,0,16341.396,0,14711.378,1,0,0,0,0
2003,ADVANCED MICRO DEVICES,3519.168,-11.257,-3.869,5194.006,001161,AMD,Hector de Jesus Ruiz,president & CEO,950.019,7.329,3908.636,0,2843.449,1,1,1,0,0
2004,ADVANCED MICRO DEVICES,5001.435,3.028,1.162,8082.837,001161,AMD,Hector de Jesus Ruiz,"chairman, president & CEO",950.019,1231.9,7025.726,0,4731.446,1,0,0,0,0
2005,ADVANCED MICRO DEVICES,5847.577,4.937,2.271,12364.511,001161,AMD,Hector de Jesus Ruiz,chairman & CEO,950.019,4000,9912.889999999999,50,3977.166,1,1,1,0,0
2000,AMETEK INC,1024.66,24.403,7.978,834.046,001598,AME,Frank S. Hermance,president & CEO,450,600,5536.838,3675,695.446,0,0,0,0,0
2001,AMETEK INC,1019.289,19.731,6.423,1046.47,001598,AME,Frank S. Hermance,chairman & CEO,540,345.5,990.842,0,0,0,0,0,0,0
2002,AMETEK INC,1040.542,19.92,8.125999999999999,1271.363,001598,AME,Frank S. Hermance,chairman & CEO,600,650,2271.101,0,882.585,0,0,0,0,0
2003,AMETEK INC,1091.622,16.596,7.228,1610.967,001598,AME,Frank S. Hermance,chairman & CEO,625,700,2406.662,0,933.396,1,0,0,1,0
2004,AMETEK INC,1232.318,17.088,7.935,2444.037,001598,AME,Frank S. Hermance,chairman & CEO,650,1100,5180.129,1730.223,1496.392,1,0,0,1,0
2005,AMETEK INC,1434.457,17.459,7.899,2985.627,001598,AME,Frank S. Hermance,chairman & CEO,675,950,17030.87,14303.65,916.028,1,0,0,0,0
2004,AMEDISYS INC,227.089,13.81,10.266,493.656,030612,AMED,William F. Borne,CEO,375,400,1187.853,0,398.346,1,0,0,0,1
2005,AMEDISYS INC,381.558,15.629,8.853999999999999,667.603,030612,AMED,William F. Borne,CEO,396.153,0,1611.478,259.989,955.336,1,1,1,1,1
2000,AMGEN INC,3629.4,26.388,21.085,65721.61199999999,001602,AMGN,Kevin W. Sharer,"chairman, president & CEO",810.569,1358.03,39961.866,0,37714.248,1,0,0,0,0
2001,AMGEN INC,4015.7,21.462,17.378,59008.641,001602,AMGN,Kevin W. Sharer,"chairman, president & CEO",933.333,860.533,14049.322,0,12159.658,1,0,0,0,0
2002,AMGEN INC,5523,-7.612,-5.691,62216.77,001602,AMGN,Kevin W. Sharer,"chairman, president & CEO",980,1800,10185.419,0,6891.529,1,0,0,0,0
2003,AMGEN INC,8356,11.653,8.632,79705.94899999999,001602,AMGN,Kevin W. Sharer,"chairman, president & CEO",1098.333,2475,14968.409,0,10942.821,1,0,0,0,0
2004,AMGEN INC,10550,11.992,8.087,81479.224,001602,AMGN,Kevin W. Sharer,"chairman, president & CEO",1301.954,3622,9809.287,0,4254.553,1,0,0,0,0
2005,AMGEN INC,12430,17.965,12.541,97338.47500000001,001602,AMGN,Kevin W. Sharer,"chairman, president & CEO",1390.385,4500,10796.12,0,4173.817,1,0,0,0,0
2003,AMERICAN MEDICAL SYSTMS HLDS,168.283,12.087,10.4,721.587,138741,AMMD,Douglas W. Kohrs,chairman & CEO,304.039,0,1745.457,0,1438.974,1,0,0,0,0
2004,AMERICAN MEDICAL SYSTMS HLDS,208.772,-1.252,-1.038,1409.541,138741,AMMD,Douglas W. Kohrs,chairman & CEO,330.846,192.383,2239.363,0,1712.577,1,0,0,0,0
2005,AMERICAN MEDICAL SYSTMS HLDS,262.591,12.967,10.93,1238.793,138741,AMMD,Martin J. Emerson,president & CEO,299.615,144.226,2289.259,0,1824.359,0,0,0,0,0
2000,AMERICAN MANAGEMENT SYSTEMS,1279.3,12.153,6.781,822.239,001500,AMSY,Paul A. Brands,"chairman, president & CEO",420.833,0,979.564,0,0,1,0,0,1,0
2001,AMERICAN MANAGEMENT SYSTEMS,1183.3,4.223,2.649,753.683,001500,AMSY,William M. Purdy,president & chief operating officer,400,150,1141.981,0,583.388,1,0,0,1,1
2002,AMERICAN MANAGEMENT SYSTEMS,986.6950000000001,6.715,4.531,506.769,001500,AMSY,Alfred T. Mockett,chairman & CEO,800,0,1139.418,330,0,1,0,0,1,1
2003,AMERICAN MANAGEMENT SYSTEMS,961.62,-6.413,-4.3,639.377,001500,AMSY,Alfred T. Mockett,chairman & CEO,800,0,2323.798,0,1514.473,1,1,0,1,1
2005,AMAZON.COM INC,8490,135.366,9.01,19542.402,064768,AMZN,Jeffrey P. Bezos,CEO,81.84,0,1181.84,0,0,1,0,0,0,0
2000,AUTONATION INC,20609.6,8.539,3.716,2166.852,009063,AN,Michael J. Jackson,CEO,1000,900,5642.294,0,3332.139,0,0,0,0,0
2001,AUTONATION INC,19989.3,6.4,3.038,4006.831,009063,AN,Michael J. Jackson,CEO,1134.807,758.331,4909.472,0,3013.611,0,0,0,0,0
2003,AUTONATION INC,19381.1,12.814,5.736,5053.128,009063,AN,Michael J. Jackson,chairman & CEO,1150,1619.178,5437.026,0,2530.074,1,0,0,0,0
2004,AUTONATION INC,19424.7,9.298,4.557,5082.447,009063,AN,Michael J. Jackson,chairman & CEO,1150,1238.627,4730.429,0,2091.392,1,0,0,0,0
2005,AUTONATION INC,19253.4,8.470000000000001,4.482,5701.713,009063,AN,Michael J. Jackson,chairman & CEO,1150,1317.747,5224.461,0,2555.802,1,0,0,0,0
2000,ANDREW CORP,1019.174,14.661,9.741,2125.089,001651,ANDW,Floyd L. English,Chairman & CEO,504,1396.428,3633.799,0,1622.816,1,0,0,0,0
2001,ANDREW CORP,1049.495,10.259,7.184,1479.779,001651,ANDW,Guy M Campbell,president & CEO,560.4,0,1172.925,0,604.553,1,0,0,0,0
2002,ANDREW CORP,864.801,1.241,.9340000000000001,642.444,001651,ANDW,Floyd L. English,chairman & CEO,570,0,2944.276,0,2327.64,1,0,0,0,0
2003,ANDREW CORP,1014.486,.866,.591,1854.993,001651,ANDW,Ralph E. Faison,president & CEO,534.583,0,1458.214,0,846.952,1,0,0,0,0
2004,ANDREW CORP,1838.749,2.128,1.44,1968.18,001651,ANDW,Ralph E. Faison,president & CEO,609.2,1266.2,4786.481,668.68,1420.998,1,0,0,0,0
2005,ANDREW CORP,1961.234,2.491,1.671,1811.351,001651,ANDW,Ralph E. Faison,president & CEO,633.1,190,4036.058,995.348,2106.373,1,0,0,0,0
2000,ABERCROMBIE & FITCH  -CL A,1237.604,37.41,26.916,2944.632,063643,ANF,Michael S. Jeffries,chairman & CEO,968.27,309.7,4975.189,288.217,3122.986,1,0,0,0,0
2001,ABERCROMBIE & FITCH  -CL A,1364.853,28.328,21.89,2624.999,063643,ANF,Michael S. Jeffries,chairman & CEO,997.115,854.4,2812.128,534,9.659000000000001,1,0,0,0,0
2002,ABERCROMBIE & FITCH  -CL A,1595.757,26.008,19.595,2707.412,063643,ANF,Michael S. Jeffries,chairman & CEO,1184.615,1900.8,68495.32000000001,27868.408,36501.252,1,0,0,0,0
2003,ABERCROMBIE & FITCH  -CL A,1707.81,23.88,14.808,2498.469,063643,ANF,Michael S. Jeffries,chairman & CEO,1200,673.92,4496.292,0,1610.708,0,0,0,0,0
2004,ABERCROMBIE & FITCH  -CL A,2021.253,32.327,16.055,4367.908,063643,ANF,Michael S. Jeffries,chairman & CEO,1200,2880,5010.683,0,0,1,0,0,0,0
2005,ABERCROMBIE & FITCH  -CL A,2784.711,33.562,18.661,5817.955,063643,ANF,Michael S. Jeffries,chairman & CEO,1200,2880,5054.153,0,0,1,0,0,0,0
2000,ANALYSTS INTERNATIONAL CORP,558.731,9.882,5.094,210.5,001634,ANLY,Frederick W. Lang,chmn. & CEO,376,0,612.593,0,230.051,1,0,0,0,0
2002,ANALYSTS INTERNATIONAL CORP,426.16,-6.616,-4.349,47.914,001634,ANLY,Michael J. LaVelle,president & CEO,357.364,0,490.748,0,131.404,1,0,0,0,0
2000,ANN INC,1241.39,9.122,6.174,844.4880000000001,021828,ANN,J. Patrick Spainhour,chairman & CEO,850,0,4184.216,1000,1481.666,1,0,0,0,0
2001,ANN INC,1308.927,4.755,3.296,1130.454,021828,ANN,J. Patrick Spainhour,chairman & CEO,850,0,12255.749,3795,7608.199,1,1,1,1,1
2002,ANN INC,1382.786,11.22,7.93,834.361,021828,ANN,J. Patrick Spainhour,chairman & CEO,850,1360,2213,0,0,1,0,0,0,0
2003,ANN INC,1587.708,12.152,8.763,1832.949,021828,ANN,J. Patrick Spainhour,chairman & CEO,883.693,972.8,4651.791,1624,1168.517,1,0,0,0,1
2004,ANN INC,1853.583,6.828,4.767,1516.463,021828,ANN,J. Patrick Spainhour,chairman & CEO,950,167.428,3323.537,812.6,1390.509,1,1,1,1,0
2005,ANN INC,2073.146,7.914,5.484,2422.264,021828,ANN,J. Patrick Spainhour,chairman & CEO,633.333,0,1319.296,0,0,1,0,0,0,0
2003,ANSYS INC,113.535,16.772,11.884,604.234,063080,ANSS,"James E. Cashman, III",president & CEO,320,230,582.63,0,0,1,0,0,0,0
2004,ANSYS INC,134.539,19.7,14.424,1001.747,063080,ANSS,"James E. Cashman, III",president & CEO,340,325,1944.255,0,1246.443,1,0,0,0,0
2005,ANSYS INC,158.036,19.514,14.37,1363.903,063080,ANSS,"James E. Cashman, III",president & CEO,400,392.5,3738.803,0,2909.705,1,0,0,0,0
2000,SMITH (A.O.),1247.945,9.289999999999999,3.933,398.884,009771,AOS,Robert J. O'Toole,"chairman, president & CEO",733,600,2590.901,0,1106.46,1,0,0,0,0
2001,SMITH (A.O.),1151.156,3.209,1.121,464.911,009771,AOS,Robert J. O'Toole,"chairman, president & CEO",773,235,2146.733,0,1048.853,1,0,0,0,0
2002,SMITH (A.O.),1469.1,10.047,4.192,766.736,009771,AOS,Robert J. O'Toole,"chairman, president & CEO",773,735,3267.647,572.544,1075.567,1,0,0,0,0
